חברה,שם,קטגוריה,אתר אינטרנט,כתובת,טלפון,קניות אונליין,אזור,חדש,latitude,longitude
גולף-קידס,ביג כרמיאל,ילדים ותינוקות,,"כרמיאל, מעלה כמון 2",04-9081803,N,צפון,N,32.92731292240676,35.3238946026453
טויס אר אס,ביג כרמיאל,ילדים ותינוקות,www.toysrus.co.il,"כרמיאל, מעלה כמון 2",073-2159012,N,צפון,N,32.92717887554676,35.323913875674144
טויס אר אס,ישפרו סנטר,ילדים ותינוקות,www.toysrus.co.il,"מודיעין, שד' המלאכה 121",073-2159004,N,ירושלים,N,31.883250801718784,35.01188368567359
גולף-קידס,קניון מודיעין,ילדים ותינוקות,,"מודיעין, לב העיר 2",073-7093385,N,ירושלים,N,31.899867,35.008088
סולוג,קניון מודיעין,ילדים ותינוקות,www.sologkids.co.il,"מודיעין, לב העיר 2",08-9758827,N,ירושלים,N,31.89971872998476,35.00831871264712
גולף-קידס,ביג פאשן,ילדים ותינוקות,,"נצרת, תופיק זאיד 53",04-6456336,N,צפון,N,32.69590375255533,35.30095386810459
PLACE אופנת ילדים,מתחם G עמק הסנטר,ילדים ותינוקות,,"עפולה, יצחק רבין 18",04-6341483,N,צפון,N,32.61919496253222,35.31259648909769
גולף-קידס,מתחם G עמק הסנטר,ילדים ותינוקות,,"עפולה, שד' יצחק רבין 18",04-6591825,N,צפון,N,32.619061,35.312396
סולוג,מתחם G עמק הסנטר,ילדים ותינוקות,www.sologkids.co.il,"עפולה, שד' יצחק רבין 18",04-6523719,N,צפון,N,32.61895846951673,35.31264353048328
גולף-קידס,קניון סירקין,ילדים ותינוקות,,"פתח תקווה, אלעזר פרידמן 9",03-9087649,N,מרכז,N,32.079556592921435,34.9026545
גולף-קידס,קניון קרית אונו,ילדים ותינוקות,,"קרית אונו, שלמה המלך 37",03-7362514,N,מרכז,N,32.055548652433096,34.86322610035927
גולף-קידס,קניון 8 סנטר,ילדים ותינוקות,,"קרית שמונה, טשרניחובסקי 4",073-7093675,N,צפון,N,33.21065241049777,35.568501478115024
גולף-קידס,קניון רחובות,ילדים ותינוקות,,"רחובות, ביל""ו 2",073-7093308,N,מרכז,N,31.892351099063394,34.80572084907697
טויס אר אס,קניון רחובות,ילדים ותינוקות,www.toysrus.co.il,"רחובות, ביל""ו 2",073-2159032,N,מרכז,N,31.892186682576938,34.80570007844443
סולוג,קניון רחובות,ילדים ותינוקות,www.sologkids.co.il,"רחובות, ביל""ו 2",08-9493870,N,מרכז,N,31.892104775596813,34.80595216220874
סולוג,אום אל פאחם,ילדים ותינוקות,www.sologkids.co.il,"אום אל פאחם, אום אל פאחם",04-6313717,N,צפון,N,32.517127,35.148426
סולוג,קניון מול הים,ילדים ותינוקות,www.sologkids.co.il,"אילת, הפלמ""ח 1",08-6340120,N,אילת,N,29.549736485020208,34.95348593040982
סולוג,קניון סימול,ילדים ותינוקות,www.sologkids.co.il,"אשדוד, הגדוד העברי 6",08-8559508,N,דרום,N,31.791862801718782,34.63863268567359
גולף-קידס,קניון לב,ילדים ותינוקות,,"אשדוד, יהודה הלוי פינת בלפור 9",08-8645474,N,דרום,N,31.797888,34.648423
סולוג,קניון גירון,ילדים ותינוקות,www.sologkids.co.il,"אשקלון, שד' בן גוריון 21",08-6842305,N,דרום,N,31.66353,34.564431
גולף-קידס,מתחם ONE,ילדים ותינוקות,,"באר שבע, יצחק נפח""א 25",08-6270092,N,דרום,N,31.249339116161376,34.81133653237403
טויס אר אס,מתחם ONE,ילדים ותינוקות,www.toysrus.co.il,"באר שבע, יצחק נפח""א 25",073-2159019,N,דרום,N,31.24917458950223,34.811198478115024
גולף-קידס,קניון בת ים,ילדים ותינוקות,,"בת-ים, יוספטל 92",03-5531046,N,מרכז,N,32.015690530483276,34.75512446951672
גולף-קידס,קניון הגבעה,ילדים ותינוקות,,"גבעת שמואל, יוני נתניהו 29",03-6418458,N,מרכז,N,32.07717659292144,34.8552715
סולוג,קניון הגבעה,ילדים ותינוקות,www.sologkids.co.il,"גבעת שמואל, יוני נתניהו 29",03-5325185,N,מרכז,N,32.076977407078566,34.8552715
גולף-קידס,קניון המושבה,ילדים ותינוקות,,"גדרה, בעלי המלאכה 9",08-8591611,N,דרום,N,31.8185212013072,34.779195
גולף-קידס,קניון מרגלית,ילדים ותינוקות,,"הוד השרון, ז'בוטינסקי 3",09-7412425,N,שרון,N,32.14329835127295,34.891498254841714
PLACE אופנת ילדים,קניון שבעת הכוכבים,ילדים ותינוקות,,"הרצליה, שבעת הכוכבים 8",09-8322963,N,שרון,N,32.16520438894625,34.824050370796265
גולף-קידס,קניון שבעת הכוכבים,ילדים ותינוקות,,"הרצליה, שבעת הכוכבים 8",09-9578857,N,שרון,N,32.16507960366375,34.823809546132956
גולף-קידס,קניון לב חדרה,ילדים ותינוקות,,"חדרה, רוטשילד 40",073-7093390,N,צפון,N,32.43746478417757,34.921128245158286
סולוג,קניון לב חדרה,ילדים ותינוקות,www.sologkids.co.il,"חדרה, רוטשילד 40",04-5211222,N,צפון,N,32.437223215822435,34.921128245158286
גולף-קידס,קניון סינמול לב המפרץ,ילדים ותינוקות,,"חיפה, שד' ההסתדרות 55",04-8416802,N,צפון,N,32.79271264872704,35.037298254841716
גולף-קידס,סניף תל חנן,ילדים ותינוקות,,"נשר, בר יהודה 174",04-8210173,N,צפון,N,32.77887459292144,35.037493500000004
טויס אר אס,סניף תל חנן,ילדים ותינוקות,www.toysrus.co.il,"נשר, בר יהודה 174",073-2159028,N,צפון,N,32.778675407078566,35.037493500000004
גולף-קידס,קניון סביונים,ילדים ותינוקות,,"יהוד, דרך משה דיין 3",03-6326721,N,מרכז,N,32.030595,34.878303
גולף-קידס,ביג יקנעם,ילדים ותינוקות,,"יוקנעם, יצחק רבין 9",04-9935638,N,צפון,N,32.64269180171879,35.092530685673594
גולף-קידס,קניון הפסגה,ילדים ותינוקות,,"ירושלים, משה דיין 106 פסגת זאב",02-5837840,N,ירושלים,N,31.82804062523239,35.24007426591343
סולוג,קניון הפסגה,ילדים ותינוקות,www.sologkids.co.il,"ירושלים, משה דיין 106 פסגת זאב",02-5830574,N,ירושלים,N,31.82793371669373,35.24030836295926
גולף-קידס,תחנה מרכזית,ילדים ותינוקות,,"ירושלים, יפו 224",073-7093831,N,ירושלים,N,31.788677,35.203278
גולף-קידס,קניון הראל,ילדים ותינוקות,,"מבשרת ציון, מעלה הקסטל מבשרת ציון",073-7093884,N,ירושלים,N,31.799213801718782,35.14931268567359
גולף-קידס,קניון ארנה,ילדים ותינוקות,,"נהריה, האירית 2",,N,צפון,N,32.99019855992052,35.09485744007948
סולוג,קניון הצפון,ילדים ותינוקות,www.sologkids.co.il,"נהריה, האירית 2",04-9513280,N,צפון,N,32.989992,35.094943
גולף-קידס,קניותר,ילדים ותינוקות,,"נס-ציונה, האירוסים 53",08-9403742,N,מרכז,N,31.930360801718784,34.79768968567359
PLACE אופנת ילדים,דודג' סנטר,ילדים ותינוקות,,"נצרת, דרך העמק 41",04-6018678,N,צפון,N,32.69307404149364,35.3049787425298
טויס אר אס,דודג' סנטר,ילדים ותינוקות,www.toysrus.co.il,"נצרת, דרך העמק 41",073-2159007,N,צפון,N,32.69290780171879,35.30489868567359
גולף-קידס,גלובוס סנטר,ילדים ותינוקות,,"נתיבות, בעלי המלאכה 203",08-9933824,N,דרום,N,31.418213,34.59509
סולוג,גלובוס סנטר,ילדים ותינוקות,www.sologkids.co.il,"נתיבות, בעלי המלאכה 203",08-9934123,N,דרום,N,31.418092215822433,34.59525624515828
גולף-קידס,קניון השרון,ילדים ותינוקות,,"נתניה, הרצל 60",09-8627441,N,שרון,N,32.32681618468152,34.86159120253825
סולוג,קניון השרון,ילדים ותינוקות,www.sologkids.co.il,"נתניה, הרצל 60",09-8841772,N,שרון,N,32.32661407419424,34.861770256805556
סולוג,מרכז גנדן,ילדים ותינוקות,www.sologkids.co.il,"נתניה, גיבורי ישראל 13",09-8859923,N,שרון,N,32.279838,34.860986
גולף-קידס,אם המושבות,ילדים ותינוקות,,"פתח תקווה, מרכז מסחרי אם המושבות",073-7093892,N,מרכז,N,32.087937,34.859072
גולף-קידס,קניון קרית אתא,ילדים ותינוקות,,"קרית אתא, העצמאות 37",073-7093850,N,צפון,N,32.80366355992052,35.103622559920524
טויס אר אס,קניון קרית אתא,ילדים ותינוקות,www.toysrus.co.il,"קרית אתא, העצמאות 37",,N,צפון,N,32.80366355992052,35.10345144007948
סולוג,קניון קרית אתא,ילדים ותינוקות,www.sologkids.co.il,"קרית אתא, העצמאות 37",04-6291720,N,צפון,N,32.80349244007948,35.103622559920524
גולף-קידס,קניון שער הצפון,ילדים ותינוקות,,"קרית אתא, דרך חיפה 52",073-7093815,N,צפון,N,32.808605801718784,35.07546868567359
גולף-קידס,ביג קרית שמונה,ילדים ותינוקות,,"קרית שמונה, אזור תעשיה דרומי",073-7093375,N,צפון,N,33.19302741049777,35.56928147811502
גולף-קידס,ביג קרית גת,ילדים ותינוקות,,"קרית גת, דרך הדרום 3",073-7093388,N,דרום,N,31.603460198281216,34.77152568567359
sweetgirlshop,סניף ראשון לציון,ילדים ותינוקות,www.sweetgirlshop.co.il,"ראשון לציון, סחרוב 21 - קניון הזהב",03-6240767,Y,מרכז,N,31.9900805817208,34.77440215092303
גולף-קידס,גולף-קידס,ילדים ותינוקות,,"ראשון לציון, סחרוב 21",073-7093845,N,מרכז,N,31.989938557316172,34.77417835627138
סולוג,קניון הזהב,ילדים ותינוקות,www.sologkids.co.il,"ראשון לציון, דוד סחרוב 21",03-9514029,N,מרכז,N,31.989753418279196,34.77440215092303
סולוג,קניון רוטשילד,ילדים ותינוקות,www.sologkids.co.il,"ראשון לציון, רוטשילד 45",03-9470757,N,מרכז,N,31.963831407078562,34.801274500000005
גולף-קידס,חונים קונים,ילדים ותינוקות,,"ראשון לציון, לישנסקי 9",03-9519037,N,מרכז,N,31.989590958506366,34.7652937425298
גולף-קידס,קניון איילון,ילדים ותינוקות,,"רמת גן, אבא הילל סילבר 301",03-6199508,N,מרכז,N,32.10040212445324,34.82659087567415
סולוג,קניון איילון,ילדים ותינוקות,www.sologkids.co.il,"רמת גן, אבא הילל סילבר 301",03-6164201,N,מרכז,N,32.10015265910497,34.82675119731864
PLACE אופנת ילדים,קניון סטריט מול,ילדים ותינוקות,,"רמת ישי, האקליפטוס 3",04-6018674,N,צפון,N,32.706894,35.173411
גולף-קידס,קניון סטריט מול,ילדים ותינוקות,,"רמת ישי, האקליפטוס 3",073-7093352,N,צפון,N,32.70668744007948,35.17332544007948
גולף-קידס,קניון רננים,ילדים ותינוקות,,"רעננה, המלאכה 2",09-7440636,N,שרון,N,32.19796292240676,34.8803606026453
סולוג,קניון רננים,ילדים ותינוקות,www.sologkids.co.il,"רעננה, המלאכה 2",09-7450916,N,שרון,N,32.19776872998475,34.880584712647114
גולף-קידס,מרכז מסחרי שוהם,ילדים ותינוקות,,"שוהם, עמק איילון 30",03-6123236,N,מרכז,N,31.9991897986928,34.946215
טויס אר אס,"קניון ויצמן בי""ח איכילוב",ילדים ותינוקות,www.toysrus.co.il,"תל-אביב, ויצמן 14",073-2159031,N,מרכז,N,32.08236155992052,34.78896544007948
גולף-קידס,גן העיר,ילדים ותינוקות,,"תל-אביב, אבן גבירול 71",03-5279139,N,מרכז,N,32.08283062523239,34.78114326591343
גולף-קידס,ביג ראשון לציון,ילדים ותינוקות,,"ראשון לציון, מכבים 62",073-7093351,N,מרכז,N,31.986529168051746,34.811288390096635
גולף-קידס,קניון מרום סנטר,ילדים ותינוקות,,"רמת גן, חיים לנדאו 7",03-6748790,N,מרכז,N,32.071902,34.828607
גולף-קידס,גולף-קידס,ילדים ותינוקות,,"תל-אביב, דרך מנחם בגין 116",03-5623539,N,מרכז,N,32.070877,34.789145
גולף-קידס,הדר יוסף,ילדים ותינוקות,,"תל-אביב, פנחס רוזן 57",03-6451603,N,מרכז,N,32.11317440707856,34.825167500000006
גולף-קידס,מגדל שלום,ילדים ותינוקות,,"תל-אביב, אחד העם 9",03-5160013,N,מרכז,N,32.063526168051744,34.76938439009663
גולף-קידס,קניון צמרת,ילדים ותינוקות,,"תל-אביב, ניסים אלוני 10",073-7093312,N,מרכז,N,32.08893183194826,34.797248390096634
גולף-קידס,מתחם ONE,ילדים ותינוקות,,"גן שמואל, כביש 65 סמוך לקיבוץ גן שמואל",04-6213817,N,צפון,N,32.453032,34.949311
טויס אר אס,מתחם ONE,ילדים ותינוקות,www.toysrus.co.il,"גן שמואל, כביש 65 סמוך לקיבוץ גן שמואל",073-2159016,N,צפון,N,32.452911,34.94919
גולף-קידס,קניון שבירו,ילדים ותינוקות,,"כפר סבא, רפופורט 3",,N,שרון,N,32.192452,34.891793
גולף-קידס,בני דרור,ילדים ותינוקות,,"נתניה, צומת בני דרור",073-7093815,N,שרון,N,32.260003,34.893680999999994
גולף-קידס,מתחם שפיים,ילדים ותינוקות,,"שפיים, מתחם שפיים",09-9504785,N,שרון,N,32.21653480171879,34.82230268567359
טויס אר אס,מתחם שפיים,ילדים ותינוקות,www.toysrus.co.il,"שפיים, מתחם שפיים",073-2159024,N,שרון,N,32.21647095850636,34.8223827425298
גולף-קידס,קניון אחים ישראל,ילדים ותינוקות,,"ירושלים, יד חרוצים 18",02-6727201,N,ירושלים,N,31.750994168051744,35.21589339009663
גולף-קידס,קניון מלכת שבא,ילדים ותינוקות,,"אילת, אנטיב 8",073-7093303,N,אילת,N,29.550550801718785,34.96215168567359
גולף-קידס,קניון חוצות,ילדים ותינוקות,,"אשקלון, שד' בן גוריון 1",08-6754157,N,דרום,N,31.660487,34.589367
גולף-קידס,מרכז קונגרסים,ילדים ותינוקות,,"חיפה, קדושי יאסי 2",073-7093319,N,צפון,N,32.790951,34.964473999999996
גולף-קידס,קניון לב העיר,ילדים ותינוקות,,"נצרת, דרך החטיבות",04-6550965,N,צפון,N,32.69824180171879,35.31170368567359
סולוג,קניון לב העיר,ילדים ותינוקות,www.sologkids.co.il,"נצרת, דרך החטיבות",04-6084685,N,צפון,N,32.69820074388507,35.31188357179662
PETIT BATEAU,תל אביב קניון רמת אביב ,ילדים ותינוקות,,"תל אביב, איינשטיין 40 קניון רמת אביב",,N,מרכז,N,32.11257859292144,34.7958905
גולף-קידס,קניון עכו,ילדים ותינוקות,,"עכו, דרך החרושת 2",04-9916837,N,צפון,N,32.923110202351396,35.081351422019495
טויס אר אס,קניון עכו,ילדים ותינוקות,www.toysrus.co.il,"עכו, דרך החרושת 2",04-6294811,N,צפון,N,32.923137184681515,35.08112920253825
סולוג,קניון עכו,ילדים ותינוקות,www.sologkids.co.il,"עכו, דרך החרושת 2",04-8717827,N,צפון,N,32.922935074194235,35.081308256805556
PETIT BATEAU,תל אביב קניון TLV,ילדים ותינוקות,,"תל אביב, החשמונאים 96 קניון TLV",,N,מרכז,N,32.069402,34.784632
PETIT BATEAU,תל אביב - נמל תל אביב ,ילדים ותינוקות,,"תל אביב, האנגר 9 ",,N,מרכז,N,32.097463,34.773557
PETIT BATEAU,ירושלים - ממילא ,ילדים ותינוקות,,"ירושלים, שדרות ממילא 8 ",,N,ירושלים,N,31.777650,35.223522
PLACE אופנת ילדים,ישפרו סנטר,ילדים ותינוקות,,"מודיעין, שד' המלאכות 121",08-6493264,N,ירושלים,N,31.89027,34.958528
PLACE אופנת ילדים,קניון חוצות,ילדים ותינוקות,,"כרמיאל, מעלה כמון 5",04-6471204,N,צפון,N,32.908005,35.32446
סולוג,קניון חוצות,ילדים ותינוקות,www.sologkids.co.il,"כרמיאל, מעלה כמון 5",04-9083701,N,צפון,N,32.907905407078566,35.3244025
PLACE אופנת ילדים,אשדוד,ילדים ותינוקות,,"אשדוד, זבוטינסקי 44",08-6493047,N,דרום,N,31.809158,34.655750000000005
PLACE אופנת ילדים,טבריה,ילדים ותינוקות,,"טבריה, יוחנן בן זכאי 5",04-6018692,N,צפון,N,32.790462,35.535856
sweetgirlshop,סניף רעננה,ילדים ותינוקות,www.sweetgirlshop.co.il,"רעננה, אחוזה 135",09-7740315,Y,שרון,N,32.180834,34.872962
sweetgirlshop,סניף רחובות,ילדים ותינוקות,www.sweetgirlshop.co.il,"רחובות, ביל""ו 2, קניון רחובות",08-8580086,Y,מרכז,N,31.893767,34.807116
sweetgirlshop,סניף ירושלים,ילדים ותינוקות,www.sweetgirlshop.co.il,"ירושלים, קניון מלחה",02-6261956,Y,ירושלים,N,31.752201,35.186060
sweetgirlshop,קניון עיר ימים,ילדים ותינוקות,www.sweetgirlshop.co.il,"נתניה, זלמן שזר 12",,Y,שרון,N,32.278841,34.847142
sweetgirlshop,מתחם G כפר סבא,ילדים ותינוקות,www.sweetgirlshop.co.il,"כפר סבא, ויצמן 207",,Y,שרון,N,32.172079,34.928059
sweetgirlshop,קניון גירון,ילדים ותינוקות,www.sweetgirlshop.co.il,"אשקלון, שד בן גוריון 21",,Y,דרום,N,31.664638,34.565499
sweetgirlshop,רמת השרון,ילדים ותינוקות,www.sweetgirlshop.co.il,"רמת השרון, אושיסקין 49",,Y,שרון,N,32.142362,34.843108
sweetgirlshop,נהריה ,ילדים ותינוקות,www.sweetgirlshop.co.il,"נהריה, שד' בן צבי 1",,Y,צפון,N,32.494396,35.504913
YOLO,עזריאלי גבעתיים,ילדים ותינוקות,www.yoloshops.co.il,"גבעתיים, דרך יצחק רבין 53",03-6542420,Y,מרכז,N,32.065552,34.811534
YOLO,דיזינגוף סנטר,ילדים ותינוקות,www.yoloshops.co.il,"תל אביב יפו, דיזינגוף 50",03-5794919,Y,מרכז,N,32.089294,34.775490
YOLO,רמת השרון,ילדים ותינוקות,www.yoloshops.co.il,"רמת השרון, אוסישקין 54",03-5187177,Y,שרון,N,32.147123,34.845401
YOLO,מרכז שוסטר רמת אביב,ילדים ותינוקות,www.yoloshops.co.il,"תל אביב יפו, אבא אחימאיר 15/14",03-5629418,Y,מרכז,N,32.125067,34.801792
YOLO,גן העיר,ילדים ותינוקות,www.yoloshops.co.il,"תל אביב יפו, אבן גבירול 71",03-6228208,Y,מרכז,N,32.082892,34.780462
YOLO,גרנד קניון חיפה,ילדים ותינוקות,www.yoloshops.co.il,"חיפה, דרך שמחה גולן 54",04-6115451,Y,צפון,N,32.818410,34.988500
YOLO,קריון,ילדים ותינוקות,www.yoloshops.co.il,"קריית ביאליק, דרך עכו חיפה 192",04-8126520,Y,צפון,N,32.835869,35.084365
YOLO,עיר ימים נתניה,ילדים ותינוקות,www.yoloshops.co.il,"נתניה, בני ברמן 2",09-7893995,Y,שרון,N,32.278282,34.847822
YOLO,קניון שבעת הכוכבים,ילדים ותינוקות,www.yoloshops.co.il,"הרצליה, שבעת הכוכבים 8 הרצליה",09-9635844,Y,שרון,N,32.165738,34.823756
YOLO,מתחם G כפר סבא ,ילדים ותינוקות,www.yoloshops.co.il,"כפר סבא, ויצמן 207",09-7432254,Y,שרון,N,32.171950,34.928248
YOLO,קניון איילון ,ילדים ותינוקות,www.yoloshops.co.il,"רמת גן, אבא הילל סילבר 301",050-5996386,Y,מרכז,N,32.098914,34.827013
YOLO,חוצות המפרץ,ילדים ותינוקות,www.yoloshops.co.il,"חיפה, חוצות המפרץ, חנות האאוטלט",04-8340438,Y,צפון,N,32.808710,35.054126
YOLO,פתח תקווה - הקניון הגדול,ילדים ותינוקות,www.yoloshops.co.il,"פתח תקווה, רח' זאב ז'בוטינסקי 72",03-3653279,Y,מרכז,N,32.092801,34.866218
YOLO,סינמה סיטי גלילות ,ילדים ותינוקות,www.yoloshops.co.il,"רמת השרון, סינמה סיטי גלילות ",,Y,שרון,N,32.146343,34.804060
YOLO,קניון הזהב ,ילדים ותינוקות,www.yoloshops.co.il,"ראשון לציון, דוד סחרוב 21",,Y,מרכז,N,31.991101,34.774199
גולף-קידס,כפר גנים,ילדים ותינוקות,,"פתח תקווה, העצמאות 65",073-7093853,N,מרכז,N,32.074855,34.869427
גולף-קידס,נווה זאב,ילדים ותינוקות,,"באר שבע, ז'בוטינסקי 30",08-641110,N,דרום,N,31.2497332013072,34.809155
גולף-קידס,אלרוב סנטר,ילדים ותינוקות,,"אשדוד, האורגים 6",08-8563615,N,דרום,N,31.810936,34.661825
טויס אר אס,טויס אר אס,ילדים ותינוקות,www.toysrus.co.il,"בני ברק, ששת הימים 16",073-2159014,N,מרכז,N,32.0982462013072,34.826565
גולף-קידס,פרופיט סנטר,ילדים ותינוקות,,"חולון, המרכבה 38",073-7093372,N,מרכז,N,32.0062482013072,34.807255999999995
גולף-קידס,צומת ירקונים,ילדים ותינוקות,,"פתח תקווה, צומת ירקונים",03-9130778,N,מרכז,N,32.121702831948255,34.90330839009663
טויס אר אס,צומת ירקונים,ילדים ותינוקות,www.toysrus.co.il,"פתח תקווה, צומת ירקונים",073-2159003,N,מרכז,N,32.121571168051744,34.90330839009663
גולף-קידס,נוה אמירים,ילדים ותינוקות,,"הרצליה, בן גוריון 82",073-7093841,N,שרון,N,32.154532,34.842144
גולף-קידס,קניון M הדרך,ילדים ותינוקות,,"בית חירות, קניון M הדרך - מחלף ינאי",073-7093094,N,שרון,N,32.385901,34.866600999999996
גולף-קידס,קניון אדומים,ילדים ותינוקות,,"מעלה אדומים, דרך קדם 1",02-5909695,N,ירושלים,N,31.770046999999998,35.298597
גולף-קידס,געתון,ילדים ותינוקות,,"נהריה, הגעתון פינת הרצל",04-9920077,N,צפון,N,33.006199,35.096067
גולף-קידס,מול כנרת,ילדים ותינוקות,,"צמח, צומת צמח",073-7093366,N,צפון,N,32.704514592921434,35.5874055
גולף-קידס,גולף-קידס,ילדים ותינוקות,,"נתניה, הרצל 9",09-8828106,N,שרון,N,32.329633,34.854127999999996
גולף-קידס,גולף-קידס,ילדים ותינוקות,,"ירושלים, פינת הרחובות שמאי לונץ",02-6232293,N,ירושלים,N,31.781732,35.218613999999995
גולף-קידס,קניון שער העיר,ילדים ותינוקות,,"אילת, דרך הערבה 9",08-6325156,N,אילת,N,29.556223,34.955296
גולף-קידס,גולף-קידס,ילדים ותינוקות,,"חיפה, יפו 42",04-8532160,N,צפון,N,32.819778,34.996969
גולף-קידס,מגדל פנורמה,ילדים ותינוקות,,"חיפה, שדרות הנשיא 111",04-8374223,N,צפון,N,32.806127,34.987311
גולף-קידס,פאוור סנטר,ילדים ותינוקות,,"בארות יצחק, פאוור סנטר",073-7095593,N,ירושלים,N,32.046408,34.908805
גולף-קידס,מרכז שוסטר,ילדים ותינוקות,,"תל-אביב, אחימאיר 19",03-7440772,N,מרכז,N,32.124842,34.802223000000005
גולף-קידס,קניון נעימי,ילדים ותינוקות,,"בית שמש, דרך יצחק רבין 2",073-7095573,N,ירושלים,N,31.747813,34.994563
גולף-קידס,גולף-קידס,ילדים ותינוקות,,"ירושלים, דורות ראשונים 3",073-7093836,N,ירושלים,N,31.782109,35.218504
גולף-קידס,קניון רמות,ילדים ותינוקות,,"ירושלים, גולדה מאיר פינת הקונגרס הציוני",073-7093880,N,ירושלים,N,31.817881,35.194422
גולף-קידס,גולף-קידס,ילדים ותינוקות,,"עפולה, ארלוזורוב 14/1",04-6590544,N,צפון,N,32.608406,35.288714
גולף-קידס,סניף אוסישקין רמת השרון,ילדים ותינוקות,,"רמת השרון, אוסישקין 60",073-7093825,N,שרון,N,32.143051,34.843753
סולוג,קניון ערד,ילדים ותינוקות,www.sologkids.co.il,"ערד, הקנאים 27",08-9974560,N,דרום,N,31.2602292013072,35.208593
סולוג,ירכא,ילדים ותינוקות,www.sologkids.co.il,"ירכא, ירכא",04-9567047,N,צפון,N,32.953492,35.211887
טויס אר אס,ביג רגבה,ילדים ותינוקות,www.toysrus.co.il,"רגבה, מושב רגבה",073-2159030,N,צפון,N,32.975464,35.094505000000005
טויס אר אס,טויס אר אס,ילדים ותינוקות,www.toysrus.co.il,"חיפה, חלוצי התעשייה 112",073-2159403,N,צפון,N,32.820308,35.052389
סולוג,קניון השדרה השביעית,ילדים ותינוקות,www.sologkids.co.il,"באר שבע, דרך חברון 48",08-9104909,N,דרום,N,31.2413572013072,34.809301
מיננה ,תל אביב ,ילדים ותינוקות,www.minene.net/,"תל אביב, יהודה מכבי 85",03-5440366,N,מרכז,N,32.094283,34.793096
מיננה ,הרצליה ,ילדים ותינוקות,www.minene.net/,"הרצליה, קניון שבעת הכוכבים ",09-8348969,N,מרכז,N,32.165782,34.824062
מיננה ,גבעתיים ,ילדים ותינוקות,www.minene.net/,"גבעתיים, קניון עזריאלי ", 03-5029790,N,מרכז,N,32.066528,34.809703
מיננה ,נתניה ,ילדים ותינוקות,www.minene.net/,"נתניה, קניון עיר ימים ",09-7890585,N,שרון,N,32.278892,34.846701
מיננה ,עמק חפר ,ילדים ותינוקות,www.minene.net/,"עמק חפר, המסיק 4",09-9549979,N,שרון,N,32.401884,34.894559
מיננה ,כפר סבא מתחם G,ילדים ותינוקות,www.minene.net/,"כפר סבא, ויצמן 207",09-7407216,N,שרון,N,32.171449,34.928929
מיננה ,חולון ,ילדים ותינוקות,www.minene.net/,"חלון, פרימיום סנטר המשביר 1 ",03-5374275,N,מרכז,N,32.015062,34.802073
מיננה ,באקה אל ג'רביה,ילדים ותינוקות,www.minene.net/,"באקה אל ג'רביה, אלקודס 154 ",04-8535797,N,צפון,N,32.409592,35.047746
מיננה ,רמת גן קניון איילון,ילדים ותינוקות,www.minene.net/,"רמת גן, דרך אבא הלל 301",03-5362024,N,מרכז,N,32.100322,34.827327
מיננה ,גני תקווה ,ילדים ותינוקות,www.minene.net/,"גני תקווה, אקליפטוס ", 03-5280435,N,מרכז,N,32.059340,34.878559
מיננה ,סטאר אשדוד,ילדים ותינוקות,www.minene.net/,"אשדוד, מתחם סטאר סנטר-ז'בוטינסקי 45",,N,דרום,N,31.810209,34.656640
מיננה ,חוצות המפרץ,ילדים ותינוקות,www.minene.net/,"חיפה, חוצות המפרץ",,N,צפון,N,32.808678,35.054129
מיננה ,בילו סנטר,ילדים ותינוקות,www.minene.net/,"קרית עקרון, בילו סנטר",,N,מרכז,N,31.864892,34.816612
סולוג,קניון אורות,ילדים ותינוקות,www.sologkids.co.il,"אור עקיבא, הנשיא 1",04-6100183,N,צפון,N,32.519049,34.947468
סולוג,קניון סיטי סנטר,ילדים ותינוקות,www.sologkids.co.il,"חיפה, שד' בן גוריון 6",04-8501191,N,צפון,N,32.823088,34.991987
סולוג,קניון נחמיה,ילדים ותינוקות,www.sologkids.co.il,"קרית שמונה, הנשיא 4",04-6897653,N,צפון,N,33.221339,35.576254000000006
סולוג,סנטר הגליל,ילדים ותינוקות,www.sologkids.co.il,"ראש פינה, צומת ראש פינה",04-6930272,N,צפון,N,32.968266,35.551437
פאזו פאזלים,עזריאלי גבעתיים,ילדים ותינוקות,www.pazzu.co.il/,"גבעתיים, קניון עזריאלי יצחק רבין 53",050-9088510,Y,מרכז,N,32.066790,34.810140
פאזו פאזלים,עזריאלי מודיעין,ילדים ותינוקות,www.pazzu.co.il/,"מודיעין, קניון מודיעין, לב העיר 2",050-9088510,Y,ירושלים,N,31.899880,35.007670
פאזו פאזלים,קניון ערים,ילדים ותינוקות,www.pazzu.co.il/,"כפר סבא, קניון ערים, סוקולוב 15",050-9088510,Y,שרון,N,32.174860,34.902310
שופופו צעצועים,הוד השרון,ילדים ותינוקות,shopopo.co.il,"הוד השרון, אסף הרופא 1",09-7889417,Y,שרון,N,32.150616,34.894904
שילב,איכילוב-מרכז ויצמן,ילדים ותינוקות,www.shilav.co.il,"תל אביב, מרכז ויצמן, ויצמן 14",03-6960773,Y,מרכז,N,32.081637,34.789119
שילב,אשקלון,ילדים ותינוקות,www.shilav.co.il,"אשקלון, קניון חוצות-שד בן גוריון 1",08-6723858,Y,דרום,N,31.660499,34.589473
