חברה,שם,קטגוריה,אתר אינטרנט,כתובת,טלפון,קניות אונליין,אזור,חדש,latitude,longitude
המשביר לצרכן,קניון עיר ימים,ביגוד והנעלה,www.mashbir.co.il,"נתניה, בני ברמן 2",09-7885600,N,שרון,N,32.27882847653991,34.84662810304069
לי קופר,קניון עיר ימים,ביגוד והנעלה,www.leecooper.co.il,"נתניה, בני ברמן 2",09-7726792,N,שרון,N,32.278774534494175,34.8466521195868
ניין ווסט,קניון עיר ימים,ביגוד והנעלה,www.nine-west.co.il,"נתניה, בני ברמן 2",09-7726359,N,שרון,N,32.27873502439266,34.846696
Adika,"הקניון הגדול פ""ת",ביגוד והנעלה,www.adikastyle.com,"פתח תקווה, ז'בוטינסקי 72",073-7099999,N,מרכז,N,32.093232,34.865683000000004
FOX-פוקס,קניון אבנת,ביגוד והנעלה,www.fox.co.il,"פתח תקווה, זבוטינסקי 72",03-9214127,N,מרכז,N,32.093306927612474,34.86566760198421
HAGARA,קניון אבנת,ביגוד והנעלה,www.hagara.co.il,"פתח תקווה, זבוטינסקי 72",03-6358797,N,מרכז,N,32.09334054096087,34.86564894505383
MANGO,קניון אבנת,ביגוד והנעלה,shop.mango.com,"פתח תקווה, זבוטינסקי 72",03-9245814,N,מרכז,N,32.09339324240892,34.86559350316196
MAX MORETTI,קניון אבנת,ביגוד והנעלה,,"פתח תקווה, זבוטינסקי 72",03-9218663,N,מרכז,N,32.09341017290511,34.86555898799804
TIMBERLAND,טימברלנד פתח תקווה,ביגוד והנעלה,www.timberland.co.il,"פתח תקווה, הקניון הגדול  ז'בוטינסקי 72",03-6039376,Y,מרכז,N,32.09341593465258,34.86544537601887
אמריקן איגל,קניון אבנת,ביגוד והנעלה,www.aeo.co.il,"פתח תקווה, זבוטינסקי 72",03-6055841,N,מרכז,N,32.09332420737288,34.86532687414293
בילבונג,קניון אבנת,ביגוד והנעלה,www.boardshop.co.il,"פתח תקווה, זבוטינסקי 72",03-6032993,N,מרכז,N,32.09328887899336,34.86531171354128
גולף,קניון אבנת,ביגוד והנעלה,www.golfgroup.co.il/,"פתח תקווה, זבוטינסקי 72",03-9218663,N,מרכז,N,32.09325122198118,34.86530397482856
דפנה לוינסון,דפנה לוינסון ,ביגוד והנעלה,www.daphnalevinson.com,"פתח תקווה, קניון אבנת -ז'בוטינסקי 72",03-6039792,N,מרכז,N,32.09313979262712,34.86532687414293
המשביר לצרכן,קניון אבנת,ביגוד והנעלה,www.mashbir.co.il,"פתח תקווה, זבוטינסקי 72",03-9244380,N,מרכז,N,32.093108239228286,34.86534883595669
לי קופר,קניון אבנת,ביגוד והנעלה,www.leecooper.co.il,"פתח תקווה, ז'בוטינסקי 72",03-9248580,N,מרכז,N,32.093061417137484,34.8654093251112
ניין ווסט,קניון אבנת,ביגוד והנעלה,www.nine-west.co.il,"פתח תקווה, זבוטינסקי 72",03-9271501,N,מרכז,N,32.09304419101838,34.86552177127773
פולגת,קניון אבנת,ביגוד והנעלה,,"פתח תקווה, זבוטינסקי 72",03-9235224,N,מרכז,N,32.09315707238753,34.86566760198421
Adika,הקריון,ביגוד והנעלה,www.adikastyle.com,"קרית ביאליק, דרך עכו 192",073-7099999,N,צפון,N,32.842115,35.088998
FOX-פוקס,קניון הקריון,ביגוד והנעלה,www.fox.co.il,"קרית ביאליק, דרך עכו 192",04-8746243,N,צפון,N,32.842196326555104,35.088977954804484
HAGARA,קניון הקריון,ביגוד והנעלה,www.hagara.co.il,"קרית ביאליק, דרך עכו 192",04-8760376,N,צפון,N,32.842231046465194,35.088953989380926
MANGO,הקריון,ביגוד והנעלה,shop.mango.com,"קרית ביאליק, דרך עכו 192",04-8760724,N,צפון,N,32.84227862784247,35.08888505585523
אמריקן איגל,קניון הקריון,ביגוד והנעלה,www.aeo.co.il,"קרית ביאליק, דרך עכו 192",04-8719446,N,צפון,N,32.84225902217653,35.08872358866932
בילבונג,קניון הקריון,ביגוד והנעלה,www.boardshop.co.il,"קרית ביאליק, דרך עכו 192",04-6892365,N,צפון,N,32.842231046465194,35.08869201061907
גולף,קניון הקריון,ביגוד והנעלה,www.golfgroup.co.il/,"קרית ביאליק, דרך עכו 192",04-8779531,N,צפון,N,32.842196326555104,35.08866804519551
גלי,קריון קריון,ביגוד והנעלה,www.gali.co.il,"קרית ביאליק, דרך עכו 192",04-8763558,N,צפון,N,32.84207311975875,35.088653085181946
דפנה לוינסון,דפנה לוינסון ו-so simple,ביגוד והנעלה,www.daphnalevinson.com,"קרית ביאליק, קניון קריון - דרך עכו 192",04-8753001,N,צפון,N,32.842033673444895,35.08866804519551
המשביר לצרכן,קניון הקריון,ביגוד והנעלה,www.mashbir.co.il,"קרית ביאליק, דרך עכו 192",04-6942583,N,צפון,N,32.841998953534805,35.08869201061907
לי קופר,קריון,ביגוד והנעלה,www.leecooper.co.il,"קרית ביאליק, דרך עכו 192",04-8762216,N,צפון,N,32.84195137215753,35.08876094414477
ניין ווסט,קניון הקריון,ביגוד והנעלה,www.nine-west.co.il,"קרית ביאליק, דרך עכו 192",04-8755359,N,צפון,N,32.84194127594703,35.08884409391904
פולגת,קניון הקריון,ביגוד והנעלה,,"קרית ביאליק, דרך עכו 192",04-8770831,N,צפון,N,32.842033673444895,35.088977954804484
Adika,ביג פאשן אשדוד,ביגוד והנעלה,www.adikastyle.com,"אשדוד, דרך הרכבת 1",073-7099999,N,דרום,N,31.776538,34.664153
Adika,"גרנד קניון ב""ש",ביגוד והנעלה,www.adikastyle.com,"באר שבע, שד' טוביהו 125",073-7099999,N,דרום,N,31.252584,34.768786
FOX-פוקס,גרנד קניון,ביגוד והנעלה,www.fox.co.il,"באר שבע, שד' דוד טוביהו 125",08-8602000,N,דרום,N,31.252666861631944,34.76876472474897
NAUTICA,גרנד קניון,ביגוד והנעלה,www.nautica.co.il,"באר שבע, שד' דוד טוביהו 125",08-8503858,Y,דרום,N,31.252729224403186,34.76870616220874
SKECHERS,"סקצ'רס ב""ש",ביגוד והנעלה,,"באר שבע, גרנד קניון, שד' טוביהו 125",08-8012122,N,דרום,N,31.2527475817208,34.76866715092303
אמריקן איגל,גרנד קניון,ביגוד והנעלה,www.aeo.co.il,"באר שבע, שד' דוד טוביהו 125",08-5804883,N,דרום,N,31.252752953407125,34.76858177041389
בילבונג,גרנד קניון,ביגוד והנעלה,www.boardshop.co.il,"באר שבע, שד' טוביהו 125",08-6342749,N,דרום,N,31.25273963025302,34.76854076596185
גולף,גרנד קניון,ביגוד והנעלה,www.golfgroup.co.il/,"באר שבע, שד' דוד טוביהו 125",073-7091005,N,דרום,N,31.252716528277755,34.76850436307376
דפנה לוינסון,דפנה לוינסון,ביגוד והנעלה,www.daphnalevinson.com,"באר שבע, גרנד קניון - שד' דוד טוביהו 125",08-8537606,N,דרום,N,31.252605557316173,34.768443356271376
המשביר לצרכן,גרנד קניון,ביגוד והנעלה,www.mashbir.co.il,"באר שבע, שד' דוד טוביהו 125",08-9574423,N,דרום,N,31.252520682576936,34.76845407844443
יאנגה,"גרנד קניון ב""ש",ביגוד והנעלה,,"באר שבע, שד' דוד טוביהו 125",08-9110890,N,דרום,N,31.252451471722242,34.76850436307376
לי קופר,גרנד קניון,ביגוד והנעלה,www.leecooper.co.il,"באר שבע, שד' טוביהו 125",08-6494801,N,דרום,N,31.252428369746976,34.76854076596185
ניין ווסט,גרנד קניון,ביגוד והנעלה,www.nine-west.co.il,"באר שבע, שד' דוד טוביהו 125",08-6496038,N,דרום,N,31.25241233940271,34.76862479996936
פולגת,גרנד קניון,ביגוד והנעלה,,"באר שבע, שד' דוד טוביהו 125",073-7094405,N,דרום,N,31.252501138368054,34.76876472474897
Adika,"ביל""ו סנטר",ביגוד והנעלה,www.adikastyle.com,"קרית עקרון, צומת בילו קרית עקרון",073-7099999,N,מרכז,N,31.872098,34.819551000000004
FOX-פוקס,"ביל""ו סנטר",ביגוד והנעלה,www.fox.co.il,"קרית עקרון, צומת בילו קרית עקרון",08-9496367,N,מרכז,N,31.872225015668118,34.819486282284615
אייץ אנד או,בילו סנטר,ביגוד והנעלה,www.h-o.co.il,"קרית עקרון, צומת בילו קרית עקרון",08-9419697,N,מרכז,N,31.872255000000003,34.819394
אמריקן איגל,"ביל""ו סנטר",ביגוד והנעלה,www.aeo.co.il,"קרית עקרון, צומת בילו, קרית עקרון",08-6520855,N,מרכז,N,31.87224731587306,34.81934548433188
בילבונג,"ביל""ו סנטר",ביגוד והנעלה,www.boardshop.co.il,"קרית עקרון, צומת בילו קרית עקרון",08-86549096,N,מרכז,N,31.872225015668118,34.81930171771539
גולף,"ביל""ו סנטר",ביגוד והנעלה,www.golfgroup.co.il/,"קרית עקרון, צומת בילו קרית עקרון",08-9353282,N,מרכז,N,31.872146515668117,34.81924468412694
יאנגה,"ביל""ו סנטר",ביגוד והנעלה,,"קרית עקרון, צומת בילו קרית עקרון",08-9399771,N,מרכז,N,31.871970984331885,34.81930171771539
פולגת,"ביל""ו סנטר",ביגוד והנעלה,,"קרית עקרון, צומת בילו קרית עקרון",08-9350764,N,מרכז,N,31.872005717715393,34.81952101566812
Adika,גרנד קניון חיפה,ביגוד והנעלה,www.adikastyle.com,"חיפה, שמחה גולן 54",073-7099999,N,צפון,N,32.789819,35.007822
Adika,קניון רננים רעננה,ביגוד והנעלה,www.adikastyle.com,"רעננה, המלאכה 2",073-7099999,N,שרון,N,32.197520,34.878011
Adika,קניון מלחה ,ביגוד והנעלה,www.adikastyle.com,"ירושלים, דרך אגודת הספורט בית""ר 1",073-7099999,N,ירושלים,N,31.751443,35.187245
Allsaints,קניון עזריאלי שרונה ,ביגוד והנעלה,,"תל אביב, מנחם בגין 121",03-9112318,N,מרכז,N,32.071911,34.789023
בילבונג,קניון חוצות המפרץ,ביגוד והנעלה,www.boardshop.co.il,"קרית חיים, החרושת 5 צומת וולקן",04-8400386,N,צפון,N,32.8065537056636,35.05513498951095
FOX-פוקס,גרנד קניון,ביגוד והנעלה,www.fox.co.il,"חיפה, שמחה גולן 54",04-8120199,N,צפון,N,32.78981954096086,35.007977945053824
MANGO,גרנד קניון,ביגוד והנעלה,shop.mango.com,"חיפה, שמחה גולן 54",04-6206058,N,צפון,N,32.78987224240892,35.00792250316196
MAX MORETTI,גרנד קניון,ביגוד והנעלה,,"חיפה, שמחה גולן 54",04-6206058,N,צפון,N,32.789889172905106,35.00788798799804
אמריקן איגל,גרנד קניון,ביגוד והנעלה,www.aeo.co.il,"חיפה, שמחה גולן 54",04-6206058,N,צפון,N,32.78988158286251,35.0077383251112
בילבונג,סניף גרנד קניון,ביגוד והנעלה,www.boardshop.co.il,"חיפה, שמחה גולן 54",04-6206058,N,צפון,N,32.789861247390014,35.007705699863315
גולף,גרנד קניון,ביגוד והנעלה,www.golfgroup.co.il/,"חיפה, שמחה גולן 54",073-7091071,N,צפון,N,32.78983476077171,35.007677835956684
גלי,גרנד קניון,ביגוד והנעלה,www.gali.co.il,"חיפה, שמחה גולן 54",04-8122515,N,צפון,N,32.78973022198117,35.00763297482855
דפנה לוינסון,דפנה לוינסון,ביגוד והנעלה,www.daphnalevinson.com,"חיפה, גרנד קניון - שמחה גולן 54",04-8121616,N,צפון,N,32.78969177801882,35.00763297482855
המשביר לצרכן,גרנד קניון,ביגוד והנעלה,www.mashbir.co.il,"חיפה, שמחה גולן 54",04-8120001,N,צפון,N,32.789654121006635,35.00764071354128
לי קופר,גרנד קניון,ביגוד והנעלה,www.leecooper.co.il,"חיפה, שמחה גולן 54",04-8320794,N,צפון,N,32.78958723922828,35.007677835956684
ניין ווסט,גרנד קניון,ביגוד והנעלה,www.nine-west.co.il,"חיפה, שמחה גולן 54",04-8121451,N,צפון,N,32.789527065347414,35.007774376018865
פולגת,גרנד קניון,ביגוד והנעלה,,"חיפה, שמחה גולן 54",04-8120125,N,צפון,N,32.78957328937042,35.007952903714624
MAX MORETTI,ביג פולג,ביגוד והנעלה,,"נתניה, גיבורי ישראל 5",09-8650162,N,שרון,N,32.27635767457606,34.859810665082456
בילבונג,ביג פולג,ביגוד והנעלה,www.boardshop.co.il,"נתניה, גיבורי ישראל 5",09-8866636,N,שרון,N,32.276384514979796,34.85975493040982
גולף,ביג פולג,ביגוד והנעלה,www.golfgroup.co.il/,"נתניה, גיבורי ישראל 5",073-7091009,N,שרון,N,32.276384514979796,34.85969306959018
גלי,ביג פולג,ביגוד והנעלה,www.gali.co.il,"נתניה, גיבורי ישראל 5",09-8859923,N,שרון,N,32.276249,34.859585
לי קופר,ביג פולג,ביגוד והנעלה,www.leecooper.co.il,"נתניה, גיבורי ישראל 5",09-8355182,N,שרון,N,32.27618869016026,34.85959876532736
ניין ווסט,ביג פולג,ביגוד והנעלה,www.nine-west.co.il,"נתניה, גיבורי ישראל 5",09-8356231,N,שרון,N,32.27614032542394,34.859637334917544
פולגת,ביג פולג,ביגוד והנעלה,,"נתניה, גיבורי ישראל 5",09-8356941,N,שרון,N,32.27618869016026,34.85984923467264
FOX-פוקס,מתחם G,ביגוד והנעלה,www.fox.co.il,"כפר סבא, ויצמן 301",09-8851436,N,שרון,N,32.17054006092906,34.928431672710914
בילבונג,מתחם G,ביגוד והנעלה,www.boardshop.co.il,"כפר סבא, ויצמן 301",09-7680722,N,שרון,N,32.17057376983597,34.9282405
גלי,"ביג כ""ס",ביגוד והנעלה,www.gali.co.il,"כפר סבא, ויצמן 301",09-7679345,N,שרון,N,32.17054006092906,34.92820032728909
דפנה לוינסון,דפנה לוינסון,ביגוד והנעלה,www.daphnalevinson.com,"כפר סבא, מתחם G כ""ס - ויצמן 301",09-7671628,N,שרון,N,32.17049464504164,34.92817410641426
המשביר לצרכן,מתחם G,ביגוד והנעלה,www.mashbir.co.il,"כפר סבא, ויצמן 301",09-7882425,N,שרון,N,32.170443,34.928165
לי קופר,מתחם G,ביגוד והנעלה,www.leecooper.co.il,"כפר סבא, ויצמן 301",09-7671488,N,שרון,N,32.170391354958355,34.92817410641426
ניין ווסט,מתחם G,ביגוד והנעלה,www.nine-west.co.il,"כפר סבא, ויצמן 301",09-7680725,N,שרון,N,32.17031223016403,34.9282405
FOX-פוקס,דיזנגוף סנטר,ביגוד והנעלה,www.fox.co.il,"תל-אביב, דיזנגוף סנטר",03-6290558,N,מרכז,N,32.07540158875776,34.77548352763845
MANGO,דיזנגוף סנטר,ביגוד והנעלה,shop.mango.com,"תל אביב, דיזנגוף סנטר",03-6297956,N,מרכז,N,32.075456287640954,34.77539980476502
בילבונג,דיזנגוף סנטר,ביגוד והנעלה,www.boardshop.co.il,"תל-אביב, דיזנגוף סנטר",03-6206607,N,מרכז,N,32.07544802909231,34.775300138904605
גולף,דיזנגוף סנטר,ביגוד והנעלה,www.golfgroup.co.il/,"תל-אביב, דיזנגוף סנטר",03-5283163,N,מרכז,N,32.07542030148225,34.77525769863797
המשביר לצרכן,דיזנגוף סנטר,ביגוד והנעלה,www.mashbir.co.il,"תל-אביב, דיזנגוף סנטר",03-6227444,N,מרכז,N,32.07523370410147,34.77522656104232
ניין ווסט,דיזנגוף סנטר,ביגוד והנעלה,www.nine-west.co.il,"תל-אביב, דיזנגוף סנטר",03-6299864,N,מרכז,N,32.07515352598808,34.7753492827808
בילבונג,מתחם G,ביגוד והנעלה,www.boardshop.co.il,"ראשון לציון, ילדי טהרן 3",03-6240659,N,מרכז,N,31.984060592921438,34.770934499999996
MAX MORETTI,סטאר סנטר,ביגוד והנעלה,,"אשדוד, ז'בוטינסקי 47",073-7093386,N,דרום,N,31.81067618718062,34.65342574229964
SKECHERS,סקצ'רס אשדוד,ביגוד והנעלה,,"אשדוד, סטאר סנטר, ז'בוטינסקי 47",08-9981988,N,דרום,N,31.81070127001524,34.65338671264712
אייץ אנד או,סטאר סנטר,ביגוד והנעלה,www.h-o.co.il,"אשדוד, זבוטינסקי 47",08-8530670,N,דרום,N,31.810714340895025,34.65329580268136
אמריקן איגל,סטאר סנטר,ביגוד והנעלה,www.aeo.co.il,"אשדוד, ז'בוטינסקי 47",08-8646717,N,דרום,N,31.81070127001524,34.65325128735289
בילבונג,סטאר סנטר,ביגוד והנעלה,www.boardshop.co.il,"אשדוד, ז'בוטינסקי 47",08-6431732,N,דרום,N,31.81067618718062,34.65321225770037
גולף,סטאר סנטר,ביגוד והנעלה,www.golfgroup.co.il/,"אשדוד, ז'בוטינסקי 47",073-7091086,N,דרום,N,31.810641124453245,34.65318187567415
המשביר לצרכן,סטאר סנטר,ביגוד והנעלה,www.mashbir.co.il,"אשדוד, ז'בוטינסקי 47",08-8604250,N,דרום,N,31.810507077593233,34.6531626026453
לי קופר,סטאר סנטר,ביגוד והנעלה,www.leecooper.co.il,"אשדוד, ז'בוטינסקי 47",08-8564283,N,דרום,N,31.81042981281938,34.65321225770037
ניין ווסט,סטאר סנטר,ביגוד והנעלה,www.nine-west.co.il,"אשדוד, ז'בוטינסקי 47",08-8569717,N,דרום,N,31.810404729984757,34.65325128735289
פולגת,סטאר סנטר,ביגוד והנעלה,,"אשדוד, ז'בוטינסקי 47",073-7093386,N,דרום,N,31.81042981281938,34.65342574229964
cubica,כפר שמריהו,ביגוד והנעלה,www.cubica.co.il,"כפר שמריהו, ראשונים 1 ",09-9513713,Y,שרון,N,32.179907,34.819281
cubica,הרצליה ,ביגוד והנעלה,www.cubica.co.il,"הרצליה, משכית 32",09-9516153,Y,שרון,N,32.162387,34.809635
cubica,תל אביב ,ביגוד והנעלה,www.cubica.co.il,"תל אביב, הברזל 21",03-6496459,Y,מרכז,N,32.108751,34.838609
cubica,הרצליה ,ביגוד והנעלה,www.cubica.co.il,"הרצליה, אריק איינשטיין 3",,Y,שרון,N,32.162864,34.814774
Ellesse,תל אביב – דיזינגוף סנטר,ביגוד והנעלה,,"תל אביב, דיזינגוף 64 ",,N,מרכז,N,32.075632,34.775085
EMPORIUM,gpukv ,ביגוד והנעלה,emporium.co.il/?SID=ada2rkmfkv1vmr6j5jjshd587k,"עפולה, יהושע חנקין 14 קניון העמקים ",04-8245935,Y,צפון,N,32.603964,35.294030
EMPORIUM,גן שמואל ,ביגוד והנעלה,emporium.co.il/?SID=ada2rkmfkv1vmr6j5jjshd587k,"גן שמואל, גן שמואל ONE מתחם",04-6113811,Y,צפון,N,32.447958,34.953754
EMPORIUM,חולון אאוטלט ,ביגוד והנעלה,emporium.co.il/?SID=ada2rkmfkv1vmr6j5jjshd587k,"חולון, קניון פרימיום סנטר חולון",03-6828931,Y,מרכז,N,32.015061,34.802049
EMPORIUM,מבשרת ציון ,ביגוד והנעלה,emporium.co.il/?SID=ada2rkmfkv1vmr6j5jjshd587k,"מבשרת ציון, קניון מבשרת ",02-9993564,Y,ירושלים,N,31.796622,35.146472
EMPORIUM,סכנין ,ביגוד והנעלה,emporium.co.il/?SID=ada2rkmfkv1vmr6j5jjshd587k,"סכנין, רח' אל - ג'ליל 80 ",04-6747733,Y,צפון,N,32.865041,35.287665
EMPORIUM,קניון הדר,ביגוד והנעלה,emporium.co.il/?SID=ada2rkmfkv1vmr6j5jjshd587k,"ירושלים, קניון הדר",02-5329394,Y,ירושלים,N,31.749915,35.215762
EMPORIUM,שפרעם ,ביגוד והנעלה,emporium.co.il/?SID=ada2rkmfkv1vmr6j5jjshd587k,"שפרעם, רח' סולטאן באשא אל אטרש 250",04-6268535,Y,צפון,N,32.959906,35.165491
EMPORIUM,גרנד קניון ,ביגוד והנעלה,emporium.co.il/?SID=ada2rkmfkv1vmr6j5jjshd587k,"חיפה, דרך שמחה גולן ",04-8121052,Y,צפון,N,32.789241,35.007766
EMPORIUM,בית חנינא ,ביגוד והנעלה,emporium.co.il/?SID=ada2rkmfkv1vmr6j5jjshd587k,"ירושלים, דרך בית חנינא 1106 ",02-5446688,Y,ירושלים,N,31.825709,35.226998
EMPORIUM,קלנסווה,ביגוד והנעלה,emporium.co.il/?SID=ada2rkmfkv1vmr6j5jjshd587k,"קלנסווה, קלנסווה",09-7433078,Y,שרון,N,32.293295,34.983519
EMPORIUM,אילת - הרודס ,ביגוד והנעלה,emporium.co.il/?SID=ada2rkmfkv1vmr6j5jjshd587k,"אילת, טיילת הרודס ",08-6339496,Y,אילת,N,29.547570,34.966389
EMPORIUM,ים המלח ,ביגוד והנעלה,emporium.co.il/?SID=ada2rkmfkv1vmr6j5jjshd587k,"ים המלח, קניון מול ים המלח ",08-6151403,Y,דרום,N,31.199251,35.364038
EMPORIUM,באר שבע ,ביגוד והנעלה,emporium.co.il/?SID=ada2rkmfkv1vmr6j5jjshd587k,"באר שבע, ישפרו סנטר ",08-9967968,Y,דרום,N,31.224374,34.801425
EMPORIUM,ירכא ,ביגוד והנעלה,emporium.co.il/?SID=ada2rkmfkv1vmr6j5jjshd587k,"ירכא, כביש ראשי ירכא ",,Y,צפון,N,32.953510,35.192854
EMPORIUM,אשקלון ,ביגוד והנעלה,emporium.co.il/?SID=ada2rkmfkv1vmr6j5jjshd587k,"אשקלון, שדרות בן גוריון קניון חוצות ",08-6199562,Y,דרום,N,31.661081,34.589904
EMPORIUM,בת ים ,ביגוד והנעלה,emporium.co.il/?SID=ada2rkmfkv1vmr6j5jjshd587k,"בת ים, קניון בת ים יוספטל 92",03-6056279,Y,מרכז,N,32.015161,34.756275
EMPORIUM,חוצות המפרץ,ביגוד והנעלה,emporium.co.il/?SID=ada2rkmfkv1vmr6j5jjshd587k,"חיפה, קניון חוצות המפרץ ",04-8402546,Y,צפון,N,32.808739,35.054187
FOOT LOCKER,גינדי תל אביב,ביגוד והנעלה,www.footlocker.co.il/main,"תל אביב, קניון גינדי-החשמונאים 100",03-6889493,Y,מרכז,N,32.069262,34.786712
FOOT LOCKER,ראשונים,ביגוד והנעלה,www.footlocker.co.il/main,"ראשון לציון, קניון ראשונים-שד' נים 2",03-9308875,Y,מרכז,N,31.949039,34.805938000000005
FOOT LOCKER,ביג כרמיאל,ביגוד והנעלה,www.footlocker.co.il/main,"כרמיאל, מעלה כמון 2",04-8419226,Y,צפון,N,32.926602,35.321290
FOOT LOCKER,גבעתיים,ביגוד והנעלה,www.footlocker.co.il/main,"גבעתיים, קניון גבעתיים-יצחק צבי 53",03-7392914,Y,מרכז,N,32.066721,34.810053
FOOT LOCKER,פתח תקווה,ביגוד והנעלה,www.footlocker.co.il/main,"פתח תקווה, קניון אבנת-ז'בוטינסקי 72",,Y,מרכז,N,32.093058,34.865613
FOOT LOCKER,"סינמה סיטי ראשל""צ",ביגוד והנעלה,www.footlocker.co.il/main,"ראשון לציון, ילדי טהרן 3",03-9174087,Y,מרכז,N,31.984140,34.770767
FOOT LOCKER,חולון,ביגוד והנעלה,www.footlocker.co.il/main,"חולון, ק. חולון-גולדה מאיר 7",03-7971376,Y,מרכז,N,32.011684,34.781528
FOOT LOCKER,שבעת הכוכבים,ביגוד והנעלה,www.footlocker.co.il/main,"הרצליה, קניון שבעת הכוכבים-שבעת הכוכבים 8",09-8950768,Y,שרון,N,32.165106,34.824040000000004
FOOT LOCKER,רויאל ביץ אילת,ביגוד והנעלה,www.footlocker.co.il/main,", טיילת רויאל ביץ אילת",,Y,אילת,N,29.548973,34.963079
FOOT LOCKER,קניון מול הים,ביגוד והנעלה,www.footlocker.co.il/main,"אילת, קניון מול הים-הפלמ""ח 1",08-6261872,Y,אילת,N,29.549909,34.953433
FOOT LOCKER,אייס מול אילת,ביגוד והנעלה,www.footlocker.co.il/main,"אילת, קניון אייס מול-קאמפן 8",08-6605237,Y,אילת,N,29.554141,34.965577
FOOT LOCKER,מודיעין,ביגוד והנעלה,www.footlocker.co.il/main,"מודיעין, ישפרו סנטר-המלאכות",08-6888289,Y,ירושלים,N,31.889064,34.963431
FOOT LOCKER,קניון הזהב,ביגוד והנעלה,www.footlocker.co.il/main,"ראשון לציון, סחרוב 21",03-9195524,Y,מרכז,N,31.989953,34.774452000000004
FOOT LOCKER,"עזריאלי ת""א",ביגוד והנעלה,www.footlocker.co.il/main,"תל אביב, קניון עזריאלי-מנחם בגין 132",03-9588454,Y,מרכז,N,32.074426,34.792148
FOOT LOCKER,קניון איילון,ביגוד והנעלה,www.footlocker.co.il/main,"רמת גן, קניון איילון-אבא הלל סילבר 310",,Y,מרכז,N,32.096179,34.821031
FOOT LOCKER,גרנד קניון חיפה,ביגוד והנעלה,www.footlocker.co.il/main,"חיפה, שנחה גולן 54",04-8623342,Y,צפון,N,32.789814,35.007965
FOOT LOCKER,מתחם G כפר סבא,ביגוד והנעלה,www.footlocker.co.il/main,"כפר סבא, מתחם G-ויצמן 207",09-8641261,Y,שרון,N,32.172138,34.928519
FOOT LOCKER,ביג אשדוד,ביגוד והנעלה,www.footlocker.co.il/main,"אשדוד, דרך הרכבת 1",08-6831794,Y,דרום,N,31.776456,34.664132
FOOT LOCKER,קניון הצפון (איקאה),ביגוד והנעלה,www.footlocker.co.il/main,"קרית אתא, שד' חיפה 30",04-9827680,Y,צפון,N,32.805628,35.074513
FOOT LOCKER,ביג נצרת,ביגוד והנעלה,www.footlocker.co.il/main,"נצרת, תופיק זיאד 54",,Y,צפון,N,32.695167,35.298189
FOOT LOCKER,קניון רננים,ביגוד והנעלה,www.footlocker.co.il/main,"רעננה, המלאכה 2",09-9724841,Y,שרון,N,32.197468,34.878267
FOOT LOCKER,הדר תלפיות ירושלים,ביגוד והנעלה,www.footlocker.co.il/main,"ירושלים, פייר קניג 26",02-6741027,Y,ירושלים,N,31.752011,35.213948
FOOT LOCKER,קניון רמלה,ביגוד והנעלה,www.footlocker.co.il/main,"רמלה, דוד רזיאל 1",03-6478286,Y,מרכז,N,31.925773,34.863987
FOOT LOCKER,נמל תל אביב,ביגוד והנעלה,www.footlocker.co.il/main,"תל אביב, האנגר 18",03-9426142,Y,מרכז,N,32.098160,34.774053
FOOT LOCKER,קניון בת ים,ביגוד והנעלה,www.footlocker.co.il/main,"בת ים, יוספטל 92",03-9448728,Y,מרכז,N,32.015543,34.754633000000005
FOOT LOCKER,קניון מול החוף חדרה,ביגוד והנעלה,www.footlocker.co.il/main,"חדרה, שכטמן 10",04-8673774,Y,צפון,N,32.441548,34.894716
FOOT LOCKER,קניון קרית אונו,ביגוד והנעלה,www.footlocker.co.il/main,"קרית אונו, שלמה המלך 37",,Y,מרכז,N,32.055615,34.863475
FOOT LOCKER,ירושלים קינג ג'ורג',ביגוד והנעלה,www.footlocker.co.il/main,"ירושלים, קינג ג'ורג' 20",02-5438916,Y,ירושלים,N,31.780574,35.215805
FOOT LOCKER,ביג באר שבע,ביגוד והנעלה,www.footlocker.co.il/main,"באר שבע, דרך חברון 21",08-9129603,Y,דרום,N,31.243894,34.809848
FOOT LOCKER,דיזנגוף סנטר,ביגוד והנעלה,www.footlocker.co.il/main,"תל אביב, דיזנגוף 50",03-7756392,Y,מרכז,N,32.075383,34.775384
FOOT LOCKER,ביג בית שמש,ביגוד והנעלה,www.footlocker.co.il/main,"בית שמש, יגאל אלון 3",,Y,ירושלים,N,31.756232,34.990914000000004
FOOT LOCKER,אום אל פאחם,ביגוד והנעלה,www.footlocker.co.il/main,"אום אל פאחם, מתחם SEVEN",04-9039844,Y,צפון,N,32.534039,35.148901
FOOT LOCKER,ים המלח,ביגוד והנעלה,www.footlocker.co.il/main,"עין בוקק, קניון ים המלח",08-6860661,Y,דרום,N,31.199115,35.364098
FOOT LOCKER,קניון עיר ימים,ביגוד והנעלה,www.footlocker.co.il/main,"נתניה, בני ברמן 2",09-9788291,Y,שרון,N,32.279193,34.847171
FOOT LOCKER,קניון רמת אביב,ביגוד והנעלה,www.footlocker.co.il/main,"תל אביב, איינשטיין 40",,Y,מרכז,N,32.112319,34.795995000000005
FOOT LOCKER,רמת ישי,ביגוד והנעלה,www.footlocker.co.il/main,"רמת ישי, אקליפטוס 3",04-8290731,Y,צפון,N,32.707466,35.173789
